(embryonic) hindbrain flexure	UBERON:0005820
sesamoid bone of manus	UBERON:0007997
sesamoid bone of pes	UBERON:0008000
sesamoid bone of the peroneus longus muscle	UBERON:0012104
sesamoid cartilage	UBERON:0013632
sesamoid cartilage of cricopharyngeal ligament	UBERON:0013632
sesamoid coronoid	UBERON:2001274
sesamoid element	UBERON:0013631
sesamoideum esclerae	UBERON:0010311
set of abdominal viscera	UBERON:0017672
set of all bones	UBERON:0004288
set of all bones and joints	UBERON:0001434
set of all bones of developmental tissue	UBERON:0003276
set of all bones of embryo	UBERON:0003276
set of all joints of body	UBERON:0004770
set of all lower teeth	UBERON:0009679
set of all muscles	UBERON:0000383
set of all upper teeth	UBERON:0009680
set of basal ganglia	UBERON:0010011
set of blood vessels	UBERON:0004537
set of blood vessels of head	UBERON:0011362
set of blood vessels of organ	UBERON:0006876
set of blood vessels of retina	UBERON:0004864
set of bones of body	UBERON:0004288
set of bones of body of developmental tissue	UBERON:0003276
set of bones of body of embryo	UBERON:0003276
set of bones of cranium	UBERON:0003128
set of bones of foot	UBERON:0001445
set of bones of hand	UBERON:0001442
set of bones of limb	UBERON:0004381
set of bones of lower limb	UBERON:0001441
set of bones of upper limb	UBERON:0001440
set of ciliary processes	UBERON:0010427
set of coat hairs	UBERON:0010166
set of conjunctival veins	UBERON:0010366
set of corticomedial nuclei of amygdala	UBERON:0006108
set of deciduous teeth	UBERON:0007116
set of digits	UBERON:0012354
set of digits of hand	UBERON:0012355
set of eyelashes	UBERON:0010168
set of facial hairs	UBERON:0010165
set of fingers	UBERON:0012355
set of hairs	UBERON:0010164
set of iliocostalis muscles	UBERON:0004483
set of inner region of renal pyramids	UBERON:0001294
set of inner region of renal pyramids vasa recta	UBERON:0004776
set of laryngeal muscles	UBERON:0004478
set of lower jaw teeth	UBERON:0009679
set of lungs	UBERON:0000170
set of lymphatic vessels	UBERON:0004536
set of lymphatic vessels of head	UBERON:0011363
set of manual phalanges	UBERON:0010688
set of metacarpal bones	UBERON:0010544
set of metacarpals	UBERON:0010544
set of metacarpals [I-V]	UBERON:0010544
set of metatarsal bones	UBERON:0010545
set of metatarsals [I-V]	UBERON:0010545
set of muscles	UBERON:0001015
set of muscles of abdomen	UBERON:0002343
set of muscles of arm	UBERON:0004474
set of muscles of back	UBERON:0004469
set of muscles of body	UBERON:0000383
set of muscles of foot	UBERON:0004488
set of muscles of forearm	UBERON:0004487
set of muscles of free lower limb	UBERON:0004482
set of muscles of free upper limb	UBERON:0004481
set of muscles of hand	UBERON:0004489
set of muscles of head	UBERON:0004461
set of muscles of hip	UBERON:0004475
set of muscles of larynx	UBERON:0004478
set of muscles of leg	UBERON:0006067
set of muscles of limb	UBERON:0004480
set of muscles of neck	UBERON:0004465
set of muscles of pectoral girdle	UBERON:0004471
set of muscles of pelvic girdle	UBERON:0004470
set of muscles of shoulder	UBERON:0004476
set of muscles of thigh	UBERON:0004463
set of muscles of thorax	UBERON:0004464
set of muscles of tongue	UBERON:0004477
set of muscles of trunk	UBERON:0004479
set of muscles of upper limb	UBERON:0014793
set of muscles of vertebral column	UBERON:0004468
set of pedal phalanges	UBERON:0010696
set of perineal muscles	UBERON:0004486
set of permanent teeth	UBERON:0007774
set of phalanges	UBERON:0010543
set of phalanges of foot	UBERON:0010696
set of phalanges of hand	UBERON:0010688
set of phalanges of manus	UBERON:0010688
set of phalanges of pes	UBERON:0010696
set of primary teeth	UBERON:0007116
set of raphe nuclei of tegmentum of midbrain	UBERON:0007412
set of retinal blood vessels	UBERON:0004864
set of secondary teeth	UBERON:0007774
set of skeletal muscles	UBERON:0001015
set of straight arterioles of kidney	UBERON:0004726
set of straight venules of kidney	UBERON:0010181
set of tarsal bones	UBERON:0009879
set of teeth	UBERON:0003672
set of toes	UBERON:0012356
set of transverse folds of rectum	UBERON:0017626
set of upper jaw teeth	UBERON:0009680
set of urinary bladder blood vessels	UBERON:0012239
seventh cervical dorsal root ganglion	UBERON:0002843
seventh cervical spinal cord segment	UBERON:0006493
seventh cervical spinal ganglion	UBERON:0002843
seventh cervical vertebra	UBERON:0004616
seventh cranial nerve	UBERON:0001647
seventh cranial nerve motor root	UBERON:0010287
seventh digit	UBERON:0016857
seventh finger	UBERON:0011982
seventh rib	UBERON:0004607
seventh thoracic dorsal root ganglion	UBERON:0002850
seventh thoracic spinal cord segment	UBERON:0006455
seventh thoracic spinal ganglion	UBERON:0002850
seventh thoracic vertebra	UBERON:0004632
seventh toe	UBERON:0012137
sex cord	UBERON:0005295
sex gland	UBERON:0003937
sex organ	UBERON:0003133
sex organ of female organism	UBERON:0003134
sex organ of male organism	UBERON:0003135
sex skin	UBERON:0014481
sex-specific	UBERON:0014402
sex-specific anatomical structure	UBERON:0014402
sexually immature organism	UBERON:0007021
sexually immature stage	UBERON:0000112
seydels palatal process	UBERON:3000563
shaft of feather	UBERON:0011784
shaft of femur	UBERON:0006862
shaft of fibula	UBERON:0013279
shaft of hair	UBERON:0002074
shaft of humerus	UBERON:0004652
shaft of long bone	UBERON:0004769
shaft of metacarpal	UBERON:0013752
shaft of metacarpal bone	UBERON:0013752
shaft of metatarsal bone	UBERON:0013774
shaft of radius	UBERON:0001028
shaft of rib	UBERON:0002231
shaft of tibia	UBERON:0013280
shaft of ulna	UBERON:0001010
shaft proper of long bone	UBERON:0006861
shagreen tooth field	UBERON:4200239
shank	UBERON:0003823
shankbone	UBERON:0000979
sheath of Schwann	UBERON:0001031
sheath of hemipenis	UBERON:4100111
shelf	UBERON:0004529
shell	UBERON:0006612
shell gland	UBERON:0008975
shell of nucleus accumbens	UBERON:0012171
shell region of nucleus accumbens	UBERON:0012171
shell septum	UBERON:0003219
shelves	UBERON:0004529
shield	UBERON:0003062
shinbone	UBERON:0000979
short bone	UBERON:0013630
short ciliary nerve	UBERON:0022302
short descending thin limb	UBERON:0005099
short head of biceps brachii	UBERON:0007169
short microvillus layer	UBERON:0012426
short nephron	UBERON:0004195
short pastern bone	UBERON:0009555
short pitch helicoidal muscle layer of small intestine	UBERON:0012401
short process of malleus	UBERON:0014397
short saphenous vein	UBERON:0001547
shoulder	UBERON:0001467
shoulder blade	UBERON:0006849
shoulder bone	UBERON:0003461
shoulder connective tissue	UBERON:0003579
shoulder epithelial tissue	UBERON:0003233
shoulder epithelium	UBERON:0003233
shoulder girdle	UBERON:0001421
shoulder joint	UBERON:0016884
shoulder joint primordium	UBERON:0006292
shoulder mesenchyme	UBERON:0003322
shoulder muscle	UBERON:0001482
shoulder muscle organ	UBERON:0001482
shoulder nerve	UBERON:0003436
shoulder portion of connective tissue	UBERON:0003579
shoulder region	UBERON:0001467
shoulder skin	UBERON:0001483
shoulder textus connectivus	UBERON:0003579
shoulder zone of skin	UBERON:0001483
shoulder-articulating bone	UBERON:0003461
side of chest	UBERON:0019199
sigmoid artery	UBERON:0035180
sigmoid colon	UBERON:0001159
sigmoid colon mucosa	UBERON:0004993
sigmoid colon mucosa of organ	UBERON:0004993
sigmoid colon mucous membrane	UBERON:0004993
sigmoid colon muscularis propria	UBERON:0035805
sigmoid colon organ mucosa	UBERON:0004993
sigmoid colon submucosa	UBERON:0004932
sigmoid process	UBERON:0008959
sigmoid process	UBERON:0013174
sigmoid process of auditory bulla	UBERON:0013174
sigmoid process of tympanic bone	UBERON:0013174
sigmoid sinus	UBERON:0005475
silk	UBERON:0012245
silk gland	UBERON:0011146
simian fossa	UBERON:0022431
simian shelf	UBERON:0013450
simple columnar epithelium	UBERON:0000485
simple cuboidal epithelium	UBERON:0000484
simple epithelium	UBERON:0000490
simple eye	UBERON:0000047
simple eye with multiple lenses	UBERON:0000050
simple lobule	UBERON:0005350
simple lobule of cerebellum	UBERON:0005350
simple lobule of cerebellum [h vi and vi]	UBERON:0005350
simple organ	UBERON:0000472
simple squamous epithelium	UBERON:0000487
simple tissue	UBERON:0000479
simplex	UBERON:0005350
simplex (hvi)	UBERON:0005350
simplex lobule	UBERON:0005350
simplex uterus	UBERON:0005799
sinoatrial node	UBERON:0002351
sinoatrial valve	UBERON:0002086
sinotubular junction	UBERON:0010173
sinotubular ridge	UBERON:0010173
sinovaginal bulb	UBERON:0013245
sinu-atrial node	UBERON:0002351
sinuatrial nodal muscle tissue	UBERON:0002351
sinuatrial node	UBERON:0002351
sinuatrial valve	UBERON:0002086
sinus cervicalis	UBERON:0006216
sinus coronarius	UBERON:0005438
sinus dorsalis	UBERON:3000833
sinus hair	UBERON:0006378
sinus infraorbitalis	UBERON:0011985
sinus interglenoidalis	UBERON:3000823
sinus lienalis	UBERON:0009967
sinus maxilliaris	UBERON:0001764
sinus nerve of Hering	UBERON:0009009
sinus nervi hypoglossi	UBERON:3000683
sinus node	UBERON:0002351
sinus node of Keith and Flack	UBERON:0002351
sinus of Valsalva	UBERON:0003707
sinus of vibrissa	UBERON:0034941
sinus of von Szily	UBERON:0017639
sinus petrosal inferior	UBERON:0007160
sinus pocularis	UBERON:0011199
sinus splenicus	UBERON:0009967
sinus transversus durae matris	UBERON:0001641
sinus urogenitalis	UBERON:0000164
sinus venarum cavarum	UBERON:0005981
sinus venosus	UBERON:0002063
sinus venosus left horn	UBERON:0005091
sinus venosus of sclera	UBERON:0004029
sinus venosus right horn	UBERON:0005092
sinus venosus sclerae	UBERON:0004029
sinusoid	UBERON:0003909
sinusoid lumen	UBERON:0014399
sinusoid of liver	UBERON:0001281
sinusoidal blood vessel	UBERON:0003909
sinusoidal blood vessel endothelium	UBERON:0003909
sinusoidal blood vessel of liver	UBERON:0001281
sinusoidal blood vessel of spleen	UBERON:0003910
sinusoidal space	UBERON:0014399
sinuvertebral branch of spinal nerve	UBERON:0017641
siphon	UBERON:0009719
siphon primordium	UBERON:0009894
sixth aortic arch	UBERON:0003123
sixth branchial arch	UBERON:0003117
sixth branchial arch artery	UBERON:0003123
sixth cervical dorsal root ganglia	UBERON:0007711
sixth cervical dorsal root ganglion	UBERON:0007711
sixth cervical spinal cord segment	UBERON:0006492
sixth cervical spinal ganglion	UBERON:0007711
sixth cervical vertebra	UBERON:0004615
sixth cranial nerve	UBERON:0001646
sixth cranial nerve nucleus	UBERON:0002682
sixth digit	UBERON:0016856
sixth finger	UBERON:0011981
sixth pleural rib	UBERON:2001750
sixth rib	UBERON:0004606
sixth thoracic dorsal root ganglion	UBERON:0002849
sixth thoracic spinal cord segment	UBERON:0006454
sixth thoracic spinal ganglion	UBERON:0002849
sixth thoracic vertebra	UBERON:0004631
sixth toe	UBERON:0011984
sixth visceral pouch	UBERON:0007127
skeletal element	UBERON:0004765
skeletal element of eye region	UBERON:0010321
skeletal element projection	UBERON:4100000
skeletal joint	UBERON:0000982
skeletal ligament	UBERON:0008846
skeletal limb joint	UBERON:0003657
skeletal muscle connective tissue	UBERON:0004857
skeletal muscle endomysium	UBERON:0011898
skeletal muscle fiber triad	UBERON:0004057
skeletal muscle of anal part of perineum	UBERON:0004832
skeletal muscle of anal region	UBERON:0004832
skeletal muscle of anal triangle	UBERON:0004832
skeletal muscle of apparatus respiratorius	UBERON:0004830
skeletal muscle of esophagus	UBERON:0004831
skeletal muscle of leg	UBERON:0001383
skeletal muscle of lip	UBERON:0004833
skeletal muscle of respiratory system	UBERON:0004830
skeletal muscle of torso	UBERON:0003898
skeletal muscle of trunk	UBERON:0001774
skeletal muscle of urethra	UBERON:0004829
skeletal muscle organ	UBERON:0014892
skeletal muscle portion of connective tissue	UBERON:0004857
skeletal muscle textus connectivus	UBERON:0004857
skeletal muscle tissue	UBERON:0001134
skeletal muscle tissue connective tissue	UBERON:0004857
skeletal muscle tissue of anal part of perineum	UBERON:0004832
skeletal muscle tissue of anal region	UBERON:0004832
skeletal muscle tissue of anal triangle	UBERON:0004832
skeletal muscle tissue of apparatus respiratorius	UBERON:0004830
skeletal muscle tissue of biceps brachii	UBERON:0004502
skeletal muscle tissue of deltoid	UBERON:0004500
skeletal muscle tissue of diaphragm	UBERON:0004495
skeletal muscle tissue of digastric	UBERON:0004503
skeletal muscle tissue of eye	UBERON:0003269
skeletal muscle tissue of gluteus maximus	UBERON:0004497
skeletal muscle tissue of iliacus	UBERON:0004496
skeletal muscle tissue of internal intercostal muscle	UBERON:0004513
skeletal muscle tissue of levator palpebrae superioris	UBERON:0004508
skeletal muscle tissue of lip	UBERON:0004833
skeletal muscle tissue of masseter	UBERON:0004506
skeletal muscle tissue of mylohyoid	UBERON:0004504
skeletal muscle tissue of orbicularis oculi	UBERON:0004505
skeletal muscle tissue of pectoralis major	UBERON:0004510
skeletal muscle tissue of pharynx	UBERON:0003384
skeletal muscle tissue of quadriceps femoris	UBERON:0004498
skeletal muscle tissue of rectus abdominis	UBERON:0004511
skeletal muscle tissue of respiratory system	UBERON:0004830
skeletal muscle tissue of supraspinatus	UBERON:0004512
skeletal muscle tissue of temporalis	UBERON:0004507
skeletal muscle tissue of teres major	UBERON:0004501
skeletal muscle tissue of tibialis anterior	UBERON:0004499
skeletal muscle tissue of tongue	UBERON:0000378
skeletal muscle tissue of torso	UBERON:0003898
skeletal muscle tissue of transversus thoracis	UBERON:0004514
skeletal muscle tissue of trapezius	UBERON:0004509
skeletal muscle tissue of trunk	UBERON:0003898
skeletal muscle tissue of urethra	UBERON:0004829
skeletal muscle tissue portion of connective tissue	UBERON:0004857
skeletal muscle tissue textus connectivus	UBERON:0004857
skeletal musculature	UBERON:0018254
skeletal parts of acropodial region	UBERON:0010543
skeletal parts of autopod	UBERON:0006717
skeletal parts of fore mesopodium	UBERON:0009880
skeletal parts of hind mesopodium	UBERON:0009879
skeletal parts of limb/fin	UBERON:0011582
skeletal parts of mesopodium	UBERON:0009878
skeletal parts of metapodium	UBERON:0010546
skeletal parts of pectoral girdle	UBERON:0007831
skeletal parts of pelvic girdle	UBERON:0007832
skeletal subdivision	UBERON:0010912
skeletal support for eminentia olfactoria	UBERON:3000565
skeletal system	UBERON:0001434
skeletal system of developmental tissue	UBERON:0003276
skeletal system of embryo	UBERON:0003276
skeletal system subdivision	UBERON:0000075
skeletal tissue	UBERON:0004755
skeleton	UBERON:0004288
skeleton cruris	UBERON:0010720
skeleton of autopod	UBERON:0006717
skeleton of carpus	UBERON:0009880
skeleton of developmental tissue	UBERON:0003276
skeleton of digitopodium	UBERON:0012150
skeleton of fin	UBERON:0012353
skeleton of foot	UBERON:0001445
skeleton of forearm	UBERON:0010703
skeleton of forelimb	UBERON:0001440
skeleton of free lower limb	UBERON:0001441
skeleton of free upper limb	UBERON:0001440
skeleton of girdle	UBERON:0010719
skeleton of hand	UBERON:0001442
skeleton of heart	UBERON:0004292
skeleton of left pelvic girdle	UBERON:0011091
skeleton of limb	UBERON:0004381
skeleton of limb/fin	UBERON:0011582
skeleton of lower jaw	UBERON:0003278
skeleton of lower limb	UBERON:0001441
skeleton of manual acropodium	UBERON:0010688
skeleton of manual digitopodium	UBERON:0012151
skeleton of manus	UBERON:0001442
skeleton of metacarpus	UBERON:0010544
skeleton of metapodium	UBERON:0010546
skeleton of metatarsus	UBERON:0010545
skeleton of nose	UBERON:0006813
skeleton of pectoral complex	UBERON:0012475
skeleton of pectoral girdle	UBERON:0007831
skeleton of pectoral limb	UBERON:0001440
skeleton of pedal acropodium	UBERON:0010696
skeleton of pedal digitopodium	UBERON:0012152
skeleton of pelvic complex	UBERON:0012476
skeleton of pelvic girdle	UBERON:0007832
skeleton of pes	UBERON:0001445
skeleton of right pelvic girdle	UBERON:0011090
skeleton of thorax	UBERON:0014477
skeleton of upper jaw	UBERON:0003277
skeleton of upper limb	UBERON:0001440
skeleton of velum	UBERON:0013653
skeleton of zeugopod	UBERON:0011584
skeleton system	UBERON:0001434
skeleton system of developmental tissue	UBERON:0003276
skeleton system of embryo	UBERON:0003276
skin	UBERON:0000014
skin and subcutaneous tissue	UBERON:0002199
skin apocrine gland	UBERON:0012177
skin appendage	UBERON:0000021
skin bony tubercle	UBERON:0017163
skin crease	UBERON:0019243
skin crease of palmar part of manus	UBERON:0019246
skin crease of plantar part of pes	UBERON:0019247
skin epidermis	UBERON:0001003
skin epithelium	UBERON:0019204
skin flap	UBERON:2001951
skin fluid/secretion	UBERON:0006535
skin gland	UBERON:0002419
skin gland of camera-type eye	UBERON:0003605
skin gland of vertebrate eye	UBERON:0003605
skin glands of camera-type eye	UBERON:0003605
skin glands of vertebrate eye	UBERON:0003605
skin glands set of camera-type eye	UBERON:0003605
skin glands set of vertebrate eye	UBERON:0003605
skin ionocyte	UBERON:2005325
skin layer	UBERON:0013754
skin mucous gland	UBERON:0004790
skin mucus	UBERON:0010152
skin mucus gland	UBERON:0004790
skin muscle	UBERON:0004253
skin muscle organ	UBERON:0004253
skin nerve field	UBERON:0007121
skin of Proximal segment of free lower limb	UBERON:0004262
skin of Proximal segment of free upper limb	UBERON:0004263
skin of abdomen	UBERON:0001416
skin of abdomen proper	UBERON:0001416
skin of abdominal segment of trunk	UBERON:0003836
skin of ankle	UBERON:0001512
skin of antebrachial region	UBERON:0003403
skin of anterior chest	UBERON:0019200
skin of anterior neck	UBERON:0010854
skin of anterior part of neck	UBERON:0010854
skin of anterior part of thorax	UBERON:0019200
skin of anterior portion of neck	UBERON:0010854
skin of anteriormost limb	UBERON:0003531
skin of arm	UBERON:0002427
skin of arm middle limb segment	UBERON:0003403
skin of arm stylopod	UBERON:0004263
skin of arm zeugopod	UBERON:0003403
skin of axilla	UBERON:0015474
skin of back	UBERON:0001068
skin of body	UBERON:0002097
skin of body mucous gland	UBERON:0004790
skin of brachial region	UBERON:0002427
skin of brachial region middle limb segment	UBERON:0003403
skin of brachial region stylopod	UBERON:0004263
skin of brachial region zeugopod	UBERON:0003403
skin of cheek	UBERON:0008803
skin of chest	UBERON:0001868
skin of clitoris	UBERON:0005298
skin of digit of foot	UBERON:0003530
skin of digit of hand	UBERON:0003533
skin of digit of terminal segment of free lower limb	UBERON:0003530
skin of digit of terminal segment of free upper limb	UBERON:0003533
skin of digitus manus	UBERON:0003533
skin of digitus pedis	UBERON:0003530
skin of dorsal part of digit	UBERON:0005275
skin of dorsal part of finger	UBERON:0005276
skin of dorsal part of toe	UBERON:0005277
skin of elbow	UBERON:0001517
skin of external ear	UBERON:0001459
skin of external nose	UBERON:0015476
skin of eyelid	UBERON:0001457
skin of face	UBERON:1000021
skin of female pudendum	UBERON:0000997
skin of finger	UBERON:0003533
skin of foot	UBERON:0001513
skin of foot digit	UBERON:0003530
skin of fore limb	UBERON:0003531
skin of fore-paw	UBERON:0001519
skin of forearm	UBERON:0003403
skin of forehead	UBERON:0016475
skin of forelimb	UBERON:0003531
skin of forelimb wing	UBERON:0010855
skin of front of neck	UBERON:0010854
skin of hand	UBERON:0001519
skin of hand digit	UBERON:0003533
skin of head	UBERON:0001084
skin of heel	UBERON:0015873
skin of hind limb	UBERON:0003532
skin of hind limb middle limb segment	UBERON:0004264
skin of hind limb stylopod	UBERON:0004262
skin of hind limb zeugopod	UBERON:0004264
skin of hind-paw	UBERON:0001513
skin of hindlimb	UBERON:0003532
skin of hindlimb middle limb segment	UBERON:0004264
skin of hindlimb stylopod	UBERON:0004262
skin of hindlimb zeugopod	UBERON:0004264
skin of hip	UBERON:0001554
skin of inferior member	UBERON:0003532
skin of inferior member middle limb segment	UBERON:0004264
skin of inferior member stylopod	UBERON:0004262
skin of inferior member zeugopod	UBERON:0004264
skin of intermediate segment of free lower limb	UBERON:0004264
skin of intermediate segment of free upper limb	UBERON:0003403
skin of knee	UBERON:0001510
skin of leg	UBERON:0001511
skin of limb	UBERON:0001419
skin of lip	UBERON:0001458
skin of lower arm	UBERON:0003403
skin of lower extremity	UBERON:0003532
skin of lower extremity middle limb segment	UBERON:0004264
skin of lower extremity stylopod	UBERON:0004262
skin of lower extremity zeugopod	UBERON:0004264
skin of lower leg	UBERON:0004264
skin of lower limb	UBERON:0003532
skin of lower lip	UBERON:0018150
skin of lower segment of arm	UBERON:0003403
skin of manus	UBERON:0001519
skin of metapodial pad	UBERON:0015484
skin of middle limb segment of arm	UBERON:0003403
skin of middle limb segment of brachial region	UBERON:0003403
skin of middle limb segment of hind limb	UBERON:0004264
skin of middle limb segment of hindlimb	UBERON:0004264
skin of middle limb segment of inferior member	UBERON:0004264
skin of middle limb segment of lower extremity	UBERON:0004264
skin of middle limb segment of proximal segment of free upper limb	UBERON:0003403
skin of neck	UBERON:0001417
skin of nose	UBERON:0015476
skin of orbital part of face	UBERON:0016462
skin of palm of manus	UBERON:0013777
skin of palmar area of hand	UBERON:0013777
skin of palmar/plantar part of autopod	UBERON:0013776
skin of pelvis	UBERON:0001415
skin of penis	UBERON:0001331
skin of perianal area	UBERON:0012336
skin of pes	UBERON:0001513
skin of plantar part of foot	UBERON:0013778
skin of post-vent region	UBERON:0003534
skin of prepuce of clitoris	UBERON:0011375
skin of prepuce of penis	UBERON:0001471
skin of proximal segment of free upper limb	UBERON:0002427
skin of proximal segment of free upper limb middle limb segment	UBERON:0003403
skin of proximal segment of free upper limb stylopod	UBERON:0004263
skin of proximal segment of free upper limb zeugopod	UBERON:0003403
skin of scrotum	UBERON:0015479
skin of shoulder	UBERON:0001483
skin of snout	UBERON:1000015
skin of sole of foot	UBERON:0013778
skin of sole of pes	UBERON:0013778
skin of stylopod of arm	UBERON:0004263
skin of stylopod of brachial region	UBERON:0004263
skin of stylopod of hind limb	UBERON:0004262
skin of stylopod of hindlimb	UBERON:0004262
skin of stylopod of inferior member	UBERON:0004262
skin of stylopod of lower extremity	UBERON:0004262
skin of stylopod of lower limb	UBERON:0004262
skin of stylopod of proximal segment of free upper limb	UBERON:0004263
skin of superior member	UBERON:0003531
skin of tail	UBERON:0003534
skin of terminal segment of free lower limb digit	UBERON:0003530
skin of terminal segment of free upper limb digit	UBERON:0003533
skin of thigh	UBERON:0004262
skin of thorax	UBERON:0001418
skin of throat	UBERON:0010854
skin of toe	UBERON:0003530
skin of trunk	UBERON:0001085
skin of upper arm	UBERON:0004263
skin of upper extremity	UBERON:0003531
skin of upper leg	UBERON:0004262
skin of upper limb	UBERON:0003531
skin of upper lip	UBERON:0018151
skin of ventral chest	UBERON:0019200
skin of vulva	UBERON:0000997
skin of wrist	UBERON:0001518
skin of zeugopod of arm	UBERON:0003403
skin of zeugopod of brachial region	UBERON:0003403
skin of zeugopod of hind limb	UBERON:0004264
skin of zeugopod of hindlimb	UBERON:0004264
skin of zeugopod of inferior member	UBERON:0004264
skin of zeugopod of leg	UBERON:0004264
skin of zeugopod of lower extremity	UBERON:0004264
skin of zeugopod of proximal segment of free upper limb	UBERON:0003403
skin organ	UBERON:0002097
skin periderm	UBERON:0003055
skin plus hypodermis	UBERON:0002199
skin projection	UBERON:0013703
skin region	UBERON:0000014
skin scent gland	UBERON:0016852
skin sebaceous gland	UBERON:0003487
skin zone	UBERON:0000014
skin, dorsal region	UBERON:0001068
skull	UBERON:0003129
skull minus mandible	UBERON:0003128
skull roof	UBERON:0003113
skull roof	UBERON:0004339
skull subdivision	UBERON:0011158
skull vault	UBERON:0004339
slow muscle	UBERON:0006907
slow muscle cells somite 1	UBERON:2000963
slow muscle cells somite 10	UBERON:2001047
slow muscle cells somite 11	UBERON:2000840
slow muscle cells somite 12	UBERON:2000964
slow muscle cells somite 13	UBERON:2001048
slow muscle cells somite 14	UBERON:2000841
slow muscle cells somite 15	UBERON:2000965
slow muscle cells somite 16	UBERON:2001049
slow muscle cells somite 17	UBERON:2000842
slow muscle cells somite 18	UBERON:2000966
slow muscle cells somite 19	UBERON:2001050
slow muscle cells somite 2	UBERON:2000843
slow muscle cells somite 20	UBERON:2000967
slow muscle cells somite 21	UBERON:2000719
slow muscle cells somite 22	UBERON:2000844
slow muscle cells somite 23	UBERON:2000969
slow muscle cells somite 24	UBERON:2000720
slow muscle cells somite 25	UBERON:2000845
slow muscle cells somite 26	UBERON:2000970
slow muscle cells somite 27	UBERON:2000721
slow muscle cells somite 28	UBERON:2000846
slow muscle cells somite 29	UBERON:2000971
slow muscle cells somite 3	UBERON:2000722
slow muscle cells somite 30	UBERON:2000847
slow muscle cells somite 4	UBERON:2000972
slow muscle cells somite 5	UBERON:2000723
slow muscle cells somite 6	UBERON:2000848
slow muscle cells somite 7	UBERON:2000973
slow muscle cells somite 8	UBERON:2000724
slow muscle cells somite 9	UBERON:2000850
slow muscle tissue	UBERON:0006907
slow skeletal muscle tissue	UBERON:0006907
slow-twitch skeletal muscle	UBERON:0006907
small bowel	UBERON:0002108
small bowel Peyer's patch	UBERON:0003454
small bowel anatomical wall	UBERON:0001168
small bowel crypt of lieberkuhn	UBERON:0001241
small bowel epithelial tissue	UBERON:0001902
small bowel epithelium	UBERON:0001902
small bowel intestinal gland	UBERON:0001241
small bowel involuntary muscle	UBERON:0004239
small bowel lamina propria	UBERON:0001238
small bowel lamina propria mucosa	UBERON:0001238
small bowel lamina propria mucosae	UBERON:0001238
small bowel lieberkuhn crypt	UBERON:0001241
small bowel mucosa	UBERON:0001204
small bowel mucosa of organ	UBERON:0001204
small bowel mucous membrane	UBERON:0001204
small bowel non-striated muscle	UBERON:0004239
small bowel organ mucosa	UBERON:0001204
small bowel serosa	UBERON:0001206
small bowel serous membrane	UBERON:0001206
small bowel smooth muscle	UBERON:0004239
small bowel smooth muscle tissue	UBERON:0004239
small bowel submucosa	UBERON:0001205
small bowel wall	UBERON:0001168
small cardiac vein	UBERON:0035374
small intestinal crypt of Lieberkuhn	UBERON:0001241
small intestinal epithelium	UBERON:0001902
small intestinal mesentery	UBERON:0001170
small intestinal mucosa	UBERON:0001204
small intestinal serosa	UBERON:0001206
small intestinal submucosa	UBERON:0001205
small intestinal wall	UBERON:0001168
small intestine	UBERON:0002108
small intestine Peyer's patch	UBERON:0003454
small intestine anatomical wall	UBERON:0001168
small intestine crypt of Lieberkuhn	UBERON:0001241
small intestine crypt of lieberkuhn	UBERON:0001241
small intestine epithelial tissue	UBERON:0001902
small intestine epithelium	UBERON:0001902
small intestine intestinal gland	UBERON:0001241
small intestine involuntary muscle	UBERON:0004239
small intestine lamina propria	UBERON:0001238
small intestine lamina propria mucosa	UBERON:0001238
small intestine lamina propria mucosae	UBERON:0001238
small intestine lieberkuhn crypt	UBERON:0001241
small intestine mesentery	UBERON:0001170
small intestine mucosa	UBERON:0001204
small intestine mucosa of organ	UBERON:0001204
small intestine mucous membrane	UBERON:0001204
small intestine muscularis mucosa	UBERON:0001210
small intestine muscularis propria	UBERON:0011201
small intestine non-striated muscle	UBERON:0004239
small intestine organ mucosa	UBERON:0001204
small intestine serosa	UBERON:0001206
small intestine serous membrane	UBERON:0001206
small intestine smooth muscle	UBERON:0004239
small intestine smooth muscle circular layer	UBERON:0012401
small intestine smooth muscle longitudinal layer	UBERON:0012402
small intestine smooth muscle tissue	UBERON:0004239
small intestine submucosa	UBERON:0001205
small intestine wall	UBERON:0001168
small saphenous vein	UBERON:0001547
small supraneural	UBERON:2001191
smaller leaflet of mitral valve	UBERON:0014855
smegma	UBERON:0003670
smooth muscle	UBERON:0000953
smooth muscle	UBERON:0001135
smooth muscle endomysium	UBERON:0011896
smooth muscle layer in fatty layer of subcutaneous tissue	UBERON:0015783
smooth muscle of Lieutaud's trigone	UBERON:0004229
smooth muscle of anal part of perineum	UBERON:0004231
smooth muscle of anal region	UBERON:0004231
smooth muscle of anal triangle	UBERON:0004231
smooth muscle of apparatus respiratorius	UBERON:0004225
smooth muscle of artery	UBERON:0002111
smooth muscle of bladder	UBERON:0004228
smooth muscle of bladder neck	UBERON:0004230
smooth muscle of blood vessel	UBERON:0004237
smooth muscle of bowel	UBERON:0004221
smooth muscle of bronchi	UBERON:0004242
smooth muscle of bronchial trunk	UBERON:0004242
smooth muscle of bronchus	UBERON:0004242
smooth muscle of bronchus principalis	UBERON:0004241
smooth muscle of deep trigone	UBERON:0004229
